hand_landmark,lmx,lmy,gesture
HandLandmark.THUMB_MCP,239,427,one
HandLandmark.THUMB_IP,245,371,one
HandLandmark.THUMB_TIP,271,356,one
HandLandmark.INDEX_FINGER_MCP,256,343,one
HandLandmark.INDEX_FINGER_PIP,258,264,one
HandLandmark.INDEX_FINGER_DIP,262,221,one
HandLandmark.INDEX_FINGER_TIP,267,183,one
HandLandmark.MIDDLE_FINGER_MCP,279,347,one
HandLandmark.MIDDLE_FINGER_PIP,275,315,one
HandLandmark.MIDDLE_FINGER_DIP,270,368,one
HandLandmark.MIDDLE_FINGER_TIP,269,392,one
HandLandmark.RING_FINGER_MCP,300,357,one
HandLandmark.RING_FINGER_PIP,297,341,one
HandLandmark.RING_FINGER_DIP,290,391,one
HandLandmark.RING_FINGER_TIP,288,410,one
HandLandmark.PINKY_MCP,320,372,one
HandLandmark.PINKY_PIP,318,351,one
HandLandmark.PINKY_DIP,309,384,one
HandLandmark.PINKY_TIP,306,401,one
HandLandmark.WRIST,290,508,one
HandLandmark.THUMB_CMC,262,482,one
HandLandmark.THUMB_MCP,239,429,one
HandLandmark.THUMB_IP,245,372,one
HandLandmark.THUMB_TIP,272,359,one
HandLandmark.INDEX_FINGER_MCP,256,345,one
HandLandmark.INDEX_FINGER_PIP,257,266,one
HandLandmark.INDEX_FINGER_DIP,262,223,one
HandLandmark.INDEX_FINGER_TIP,266,185,one
HandLandmark.MIDDLE_FINGER_MCP,279,348,one
HandLandmark.MIDDLE_FINGER_PIP,275,320,one
HandLandmark.MIDDLE_FINGER_DIP,271,372,one
HandLandmark.MIDDLE_FINGER_TIP,268,399,one
HandLandmark.RING_FINGER_MCP,300,358,one
HandLandmark.RING_FINGER_PIP,297,344,one
HandLandmark.RING_FINGER_DIP,290,393,one
HandLandmark.RING_FINGER_TIP,287,417,one
HandLandmark.PINKY_MCP,320,373,one
HandLandmark.PINKY_PIP,318,354,one
HandLandmark.PINKY_DIP,309,385,one
HandLandmark.PINKY_TIP,306,403,one
HandLandmark.WRIST,290,513,one
HandLandmark.THUMB_CMC,263,489,one
HandLandmark.THUMB_MCP,239,433,one
HandLandmark.THUMB_IP,244,376,one
HandLandmark.THUMB_TIP,271,362,one
HandLandmark.INDEX_FINGER_MCP,257,350,one
HandLandmark.INDEX_FINGER_PIP,256,271,one
HandLandmark.INDEX_FINGER_DIP,260,227,one
HandLandmark.INDEX_FINGER_TIP,264,189,one
HandLandmark.MIDDLE_FINGER_MCP,280,355,one
HandLandmark.MIDDLE_FINGER_PIP,277,323,one
HandLandmark.MIDDLE_FINGER_DIP,272,374,one
HandLandmark.MIDDLE_FINGER_TIP,270,401,one
HandLandmark.RING_FINGER_MCP,301,366,one
HandLandmark.RING_FINGER_PIP,297,350,one
HandLandmark.RING_FINGER_DIP,290,400,one
HandLandmark.RING_FINGER_TIP,289,423,one
HandLandmark.PINKY_MCP,322,382,one
HandLandmark.PINKY_PIP,318,359,one
HandLandmark.PINKY_DIP,310,393,one
HandLandmark.PINKY_TIP,307,413,one
HandLandmark.WRIST,292,517,one
HandLandmark.THUMB_CMC,264,490,one
HandLandmark.THUMB_MCP,241,436,one
HandLandmark.THUMB_IP,247,380,one
HandLandmark.THUMB_TIP,274,367,one
HandLandmark.INDEX_FINGER_MCP,259,354,one
HandLandmark.INDEX_FINGER_PIP,258,272,one
HandLandmark.INDEX_FINGER_DIP,262,228,one
HandLandmark.INDEX_FINGER_TIP,265,189,one
HandLandmark.MIDDLE_FINGER_MCP,282,358,one
HandLandmark.MIDDLE_FINGER_PIP,279,325,one
HandLandmark.MIDDLE_FINGER_DIP,274,378,one
HandLandmark.MIDDLE_FINGER_TIP,272,409,one
HandLandmark.RING_FINGER_MCP,303,369,one
HandLandmark.RING_FINGER_PIP,300,349,one
HandLandmark.RING_FINGER_DIP,292,401,one
HandLandmark.RING_FINGER_TIP,290,429,one
HandLandmark.PINKY_MCP,323,387,one
HandLandmark.PINKY_PIP,321,359,one
HandLandmark.PINKY_DIP,311,392,one
HandLandmark.PINKY_TIP,307,415,one
HandLandmark.WRIST,292,517,one
HandLandmark.THUMB_CMC,264,490,one
HandLandmark.THUMB_MCP,241,437,one
HandLandmark.THUMB_IP,246,382,one
HandLandmark.THUMB_TIP,273,367,one
HandLandmark.INDEX_FINGER_MCP,259,352,one
HandLandmark.INDEX_FINGER_PIP,258,271,one
HandLandmark.INDEX_FINGER_DIP,261,228,one
HandLandmark.INDEX_FINGER_TIP,265,189,one
HandLandmark.MIDDLE_FINGER_MCP,282,357,one
HandLandmark.MIDDLE_FINGER_PIP,279,325,one
HandLandmark.MIDDLE_FINGER_DIP,274,377,one
HandLandmark.MIDDLE_FINGER_TIP,271,407,one
HandLandmark.RING_FINGER_MCP,303,367,one
HandLandmark.RING_FINGER_PIP,300,350,one
HandLandmark.RING_FINGER_DIP,292,400,one
HandLandmark.RING_FINGER_TIP,289,427,one
HandLandmark.PINKY_MCP,323,384,one
HandLandmark.PINKY_PIP,320,360,one
HandLandmark.PINKY_DIP,311,392,one
HandLandmark.PINKY_TIP,307,414,one
HandLandmark.WRIST,298,526,one
HandLandmark.THUMB_CMC,269,497,one
HandLandmark.THUMB_MCP,246,441,one
HandLandmark.THUMB_IP,252,385,one
HandLandmark.THUMB_TIP,280,373,one
HandLandmark.INDEX_FINGER_MCP,262,358,one
HandLandmark.INDEX_FINGER_PIP,260,277,one
HandLandmark.INDEX_FINGER_DIP,263,233,one
HandLandmark.INDEX_FINGER_TIP,266,194,one
HandLandmark.MIDDLE_FINGER_MCP,285,362,one
HandLandmark.MIDDLE_FINGER_PIP,282,329,one
HandLandmark.MIDDLE_FINGER_DIP,278,383,one
HandLandmark.MIDDLE_FINGER_TIP,277,413,one
HandLandmark.RING_FINGER_MCP,307,373,one
HandLandmark.RING_FINGER_PIP,303,354,one
HandLandmark.RING_FINGER_DIP,297,406,one
HandLandmark.RING_FINGER_TIP,295,435,one
HandLandmark.PINKY_MCP,327,390,one
HandLandmark.PINKY_PIP,325,362,one
HandLandmark.PINKY_DIP,316,393,one
HandLandmark.PINKY_TIP,313,416,one
HandLandmark.WRIST,301,527,one
HandLandmark.THUMB_CMC,271,496,one
HandLandmark.THUMB_MCP,248,446,one
HandLandmark.THUMB_IP,253,390,one
HandLandmark.THUMB_TIP,280,378,one
HandLandmark.INDEX_FINGER_MCP,263,360,one
HandLandmark.INDEX_FINGER_PIP,261,277,one
HandLandmark.INDEX_FINGER_DIP,264,233,one
HandLandmark.INDEX_FINGER_TIP,267,194,one
HandLandmark.MIDDLE_FINGER_MCP,286,364,one
HandLandmark.MIDDLE_FINGER_PIP,282,333,one
HandLandmark.MIDDLE_FINGER_DIP,279,386,one
HandLandmark.MIDDLE_FINGER_TIP,276,417,one
HandLandmark.RING_FINGER_MCP,308,374,one
HandLandmark.RING_FINGER_PIP,305,356,one
HandLandmark.RING_FINGER_DIP,298,406,one
HandLandmark.RING_FINGER_TIP,295,434,one
HandLandmark.PINKY_MCP,327,391,one
HandLandmark.PINKY_PIP,325,368,one
HandLandmark.PINKY_DIP,316,400,one
HandLandmark.PINKY_TIP,312,422,one
HandLandmark.WRIST,301,526,one
HandLandmark.THUMB_CMC,272,497,one
HandLandmark.THUMB_MCP,248,447,one
HandLandmark.THUMB_IP,253,390,one
HandLandmark.THUMB_TIP,280,378,one
HandLandmark.INDEX_FINGER_MCP,264,361,one
HandLandmark.INDEX_FINGER_PIP,261,278,one
HandLandmark.INDEX_FINGER_DIP,264,234,one
HandLandmark.INDEX_FINGER_TIP,267,194,one
HandLandmark.MIDDLE_FINGER_MCP,286,363,one
HandLandmark.MIDDLE_FINGER_PIP,282,333,one
HandLandmark.MIDDLE_FINGER_DIP,279,385,one
HandLandmark.MIDDLE_FINGER_TIP,277,415,one
HandLandmark.RING_FINGER_MCP,307,373,one
HandLandmark.RING_FINGER_PIP,304,357,one
HandLandmark.RING_FINGER_DIP,298,406,one
HandLandmark.RING_FINGER_TIP,295,435,one
HandLandmark.PINKY_MCP,327,389,one
HandLandmark.PINKY_PIP,325,368,one
HandLandmark.PINKY_DIP,316,399,one
HandLandmark.PINKY_TIP,312,422,one
HandLandmark.WRIST,301,528,one
HandLandmark.THUMB_CMC,272,499,one
HandLandmark.THUMB_MCP,249,448,one
HandLandmark.THUMB_IP,253,393,one
HandLandmark.THUMB_TIP,279,376,one
HandLandmark.INDEX_FINGER_MCP,265,361,one
HandLandmark.INDEX_FINGER_PIP,262,280,one
HandLandmark.INDEX_FINGER_DIP,265,235,one
HandLandmark.INDEX_FINGER_TIP,267,195,one
HandLandmark.MIDDLE_FINGER_MCP,288,366,one
HandLandmark.MIDDLE_FINGER_PIP,284,331,one
HandLandmark.MIDDLE_FINGER_DIP,279,383,one
HandLandmark.MIDDLE_FINGER_TIP,277,413,one
HandLandmark.RING_FINGER_MCP,309,376,one
HandLandmark.RING_FINGER_PIP,305,355,one
HandLandmark.RING_FINGER_DIP,299,406,one
HandLandmark.RING_FINGER_TIP,297,434,one
HandLandmark.PINKY_MCP,329,394,one
HandLandmark.PINKY_PIP,326,367,one
HandLandmark.PINKY_DIP,317,400,one
HandLandmark.PINKY_TIP,313,423,one
HandLandmark.WRIST,301,527,one
HandLandmark.THUMB_CMC,272,499,one
HandLandmark.THUMB_MCP,248,447,one
HandLandmark.THUMB_IP,254,392,one
HandLandmark.THUMB_TIP,280,378,one
HandLandmark.INDEX_FINGER_MCP,266,361,one
HandLandmark.INDEX_FINGER_PIP,263,279,one
HandLandmark.INDEX_FINGER_DIP,266,235,one
HandLandmark.INDEX_FINGER_TIP,269,195,one
HandLandmark.MIDDLE_FINGER_MCP,289,365,one
HandLandmark.MIDDLE_FINGER_PIP,286,333,one
HandLandmark.MIDDLE_FINGER_DIP,281,383,one
HandLandmark.MIDDLE_FINGER_TIP,277,412,one
HandLandmark.RING_FINGER_MCP,310,376,one
HandLandmark.RING_FINGER_PIP,307,357,one
HandLandmark.RING_FINGER_DIP,300,407,one
HandLandmark.RING_FINGER_TIP,297,434,one
HandLandmark.PINKY_MCP,331,393,one
HandLandmark.PINKY_PIP,328,368,one
HandLandmark.PINKY_DIP,319,401,one
HandLandmark.PINKY_TIP,315,423,one
HandLandmark.WRIST,300,527,one
HandLandmark.THUMB_CMC,272,500,one
HandLandmark.THUMB_MCP,248,447,one
HandLandmark.THUMB_IP,254,392,one
HandLandmark.THUMB_TIP,280,377,one
HandLandmark.INDEX_FINGER_MCP,265,360,one
HandLandmark.INDEX_FINGER_PIP,264,278,one
HandLandmark.INDEX_FINGER_DIP,267,234,one
HandLandmark.INDEX_FINGER_TIP,270,195,one
HandLandmark.MIDDLE_FINGER_MCP,289,364,one
HandLandmark.MIDDLE_FINGER_PIP,286,331,one
HandLandmark.MIDDLE_FINGER_DIP,281,381,one
HandLandmark.MIDDLE_FINGER_TIP,278,410,one
HandLandmark.RING_FINGER_MCP,311,374,one
HandLandmark.RING_FINGER_PIP,307,359,one
HandLandmark.RING_FINGER_DIP,300,408,one
HandLandmark.RING_FINGER_TIP,297,434,one
HandLandmark.PINKY_MCP,331,391,one
HandLandmark.PINKY_PIP,328,369,one
HandLandmark.PINKY_DIP,319,402,one
HandLandmark.PINKY_TIP,316,423,one
HandLandmark.WRIST,300,526,one
HandLandmark.THUMB_CMC,272,499,one
HandLandmark.THUMB_MCP,248,445,one
HandLandmark.THUMB_IP,253,389,one
HandLandmark.THUMB_TIP,280,376,one
HandLandmark.INDEX_FINGER_MCP,265,359,one
HandLandmark.INDEX_FINGER_PIP,263,278,one
HandLandmark.INDEX_FINGER_DIP,266,234,one
HandLandmark.INDEX_FINGER_TIP,269,195,one
HandLandmark.MIDDLE_FINGER_MCP,288,364,one
HandLandmark.MIDDLE_FINGER_PIP,286,332,one
HandLandmark.MIDDLE_FINGER_DIP,281,383,one
HandLandmark.MIDDLE_FINGER_TIP,278,411,one
HandLandmark.RING_FINGER_MCP,310,375,one
HandLandmark.RING_FINGER_PIP,308,357,one
HandLandmark.RING_FINGER_DIP,300,407,one
HandLandmark.RING_FINGER_TIP,297,431,one
HandLandmark.PINKY_MCP,330,392,one
HandLandmark.PINKY_PIP,329,367,one
HandLandmark.PINKY_DIP,320,401,one
HandLandmark.PINKY_TIP,316,422,one
HandLandmark.WRIST,300,524,one
HandLandmark.THUMB_CMC,272,497,one
HandLandmark.THUMB_MCP,248,444,one
HandLandmark.THUMB_IP,253,389,one
HandLandmark.THUMB_TIP,281,374,one
HandLandmark.INDEX_FINGER_MCP,265,356,one
HandLandmark.INDEX_FINGER_PIP,263,275,one
HandLandmark.INDEX_FINGER_DIP,266,232,one
HandLandmark.INDEX_FINGER_TIP,270,193,one
HandLandmark.MIDDLE_FINGER_MCP,288,359,one
HandLandmark.MIDDLE_FINGER_PIP,286,330,one
HandLandmark.MIDDLE_FINGER_DIP,281,382,one
HandLandmark.MIDDLE_FINGER_TIP,278,410,one
HandLandmark.RING_FINGER_MCP,310,369,one
HandLandmark.RING_FINGER_PIP,308,355,one
HandLandmark.RING_FINGER_DIP,300,404,one
HandLandmark.RING_FINGER_TIP,297,428,one
HandLandmark.PINKY_MCP,331,386,one
HandLandmark.PINKY_PIP,329,365,one
HandLandmark.PINKY_DIP,320,397,one
HandLandmark.PINKY_TIP,317,415,one
HandLandmark.WRIST,301,522,one
HandLandmark.THUMB_CMC,273,493,one
HandLandmark.THUMB_MCP,250,442,one
HandLandmark.THUMB_IP,255,387,one
HandLandmark.THUMB_TIP,282,373,one
HandLandmark.INDEX_FINGER_MCP,266,356,one
HandLandmark.INDEX_FINGER_PIP,264,274,one
HandLandmark.INDEX_FINGER_DIP,267,230,one
HandLandmark.INDEX_FINGER_TIP,270,191,one
HandLandmark.MIDDLE_FINGER_MCP,288,359,one
HandLandmark.MIDDLE_FINGER_PIP,286,328,one
HandLandmark.MIDDLE_FINGER_DIP,282,380,one
HandLandmark.MIDDLE_FINGER_TIP,279,409,one
HandLandmark.RING_FINGER_MCP,310,369,one
HandLandmark.RING_FINGER_PIP,308,353,one
HandLandmark.RING_FINGER_DIP,302,402,one
HandLandmark.RING_FINGER_TIP,298,428,one
HandLandmark.PINKY_MCP,331,386,one
HandLandmark.PINKY_PIP,329,365,one
HandLandmark.PINKY_DIP,320,397,one
HandLandmark.PINKY_TIP,316,417,one
HandLandmark.WRIST,302,523,one
HandLandmark.THUMB_CMC,273,493,one
HandLandmark.THUMB_MCP,251,443,one
HandLandmark.THUMB_IP,255,388,one
HandLandmark.THUMB_TIP,282,373,one
HandLandmark.INDEX_FINGER_MCP,265,356,one
HandLandmark.INDEX_FINGER_PIP,263,275,one
HandLandmark.INDEX_FINGER_DIP,267,230,one
HandLandmark.INDEX_FINGER_TIP,271,191,one
HandLandmark.MIDDLE_FINGER_MCP,288,360,one
HandLandmark.MIDDLE_FINGER_PIP,286,330,one
HandLandmark.MIDDLE_FINGER_DIP,282,381,one
HandLandmark.MIDDLE_FINGER_TIP,279,409,one
HandLandmark.RING_FINGER_MCP,310,369,one
HandLandmark.RING_FINGER_PIP,308,353,one
HandLandmark.RING_FINGER_DIP,302,402,one
HandLandmark.RING_FINGER_TIP,298,427,one
HandLandmark.PINKY_MCP,330,385,one
HandLandmark.PINKY_PIP,329,365,one
HandLandmark.PINKY_DIP,320,397,one
HandLandmark.PINKY_TIP,316,417,one
HandLandmark.WRIST,304,524,one
HandLandmark.THUMB_CMC,275,495,one
HandLandmark.THUMB_MCP,251,444,one
HandLandmark.THUMB_IP,255,387,one
HandLandmark.THUMB_TIP,282,371,one
HandLandmark.INDEX_FINGER_MCP,266,356,one
HandLandmark.INDEX_FINGER_PIP,264,275,one
HandLandmark.INDEX_FINGER_DIP,267,231,one
HandLandmark.INDEX_FINGER_TIP,270,191,one
HandLandmark.MIDDLE_FINGER_MCP,289,360,one
HandLandmark.MIDDLE_FINGER_PIP,286,328,one
HandLandmark.MIDDLE_FINGER_DIP,283,381,one
HandLandmark.MIDDLE_FINGER_TIP,281,410,one
HandLandmark.RING_FINGER_MCP,311,369,one
HandLandmark.RING_FINGER_PIP,309,351,one
HandLandmark.RING_FINGER_DIP,302,401,one
HandLandmark.RING_FINGER_TIP,299,427,one
HandLandmark.PINKY_MCP,331,385,one
HandLandmark.PINKY_PIP,330,361,one
HandLandmark.PINKY_DIP,321,393,one
HandLandmark.PINKY_TIP,318,414,one
HandLandmark.WRIST,303,524,one
HandLandmark.THUMB_CMC,274,495,one
HandLandmark.THUMB_MCP,251,444,one
HandLandmark.THUMB_IP,255,388,one
HandLandmark.THUMB_TIP,281,370,one
HandLandmark.INDEX_FINGER_MCP,266,355,one
HandLandmark.INDEX_FINGER_PIP,264,274,one
HandLandmark.INDEX_FINGER_DIP,267,231,one
HandLandmark.INDEX_FINGER_TIP,271,191,one
HandLandmark.MIDDLE_FINGER_MCP,289,359,one
HandLandmark.MIDDLE_FINGER_PIP,286,327,one
HandLandmark.MIDDLE_FINGER_DIP,282,380,one
HandLandmark.MIDDLE_FINGER_TIP,280,408,one
HandLandmark.RING_FINGER_MCP,311,369,one
HandLandmark.RING_FINGER_PIP,309,351,one
HandLandmark.RING_FINGER_DIP,302,401,one
HandLandmark.RING_FINGER_TIP,299,427,one
HandLandmark.PINKY_MCP,331,385,one
HandLandmark.PINKY_PIP,330,362,one
HandLandmark.PINKY_DIP,321,394,one
HandLandmark.PINKY_TIP,317,415,one
HandLandmark.WRIST,303,524,one
HandLandmark.THUMB_CMC,274,495,one
HandLandmark.THUMB_MCP,250,442,one
HandLandmark.THUMB_IP,255,386,one
HandLandmark.THUMB_TIP,282,371,one
HandLandmark.INDEX_FINGER_MCP,266,354,one
HandLandmark.INDEX_FINGER_PIP,264,273,one
HandLandmark.INDEX_FINGER_DIP,268,229,one
HandLandmark.INDEX_FINGER_TIP,271,190,one
HandLandmark.MIDDLE_FINGER_MCP,289,358,one
HandLandmark.MIDDLE_FINGER_PIP,287,326,one
HandLandmark.MIDDLE_FINGER_DIP,283,380,one
HandLandmark.MIDDLE_FINGER_TIP,281,409,one
HandLandmark.RING_FINGER_MCP,311,368,one
HandLandmark.RING_FINGER_PIP,309,350,one
HandLandmark.RING_FINGER_DIP,302,401,one
HandLandmark.RING_FINGER_TIP,300,427,one
HandLandmark.PINKY_MCP,331,384,one
HandLandmark.PINKY_PIP,330,361,one
HandLandmark.PINKY_DIP,321,393,one
HandLandmark.PINKY_TIP,318,414,one
HandLandmark.WRIST,302,525,one
HandLandmark.THUMB_CMC,274,497,one
HandLandmark.THUMB_MCP,249,442,one
HandLandmark.THUMB_IP,254,385,one
HandLandmark.THUMB_TIP,282,369,one
HandLandmark.INDEX_FINGER_MCP,266,354,one
HandLandmark.INDEX_FINGER_PIP,264,273,one
HandLandmark.INDEX_FINGER_DIP,268,230,one
HandLandmark.INDEX_FINGER_TIP,272,190,one
HandLandmark.MIDDLE_FINGER_MCP,289,357,one
HandLandmark.MIDDLE_FINGER_PIP,285,328,one
HandLandmark.MIDDLE_FINGER_DIP,281,381,one
HandLandmark.MIDDLE_FINGER_TIP,280,406,one
HandLandmark.RING_FINGER_MCP,311,368,one
HandLandmark.RING_FINGER_PIP,308,353,one
HandLandmark.RING_FINGER_DIP,301,403,one
HandLandmark.RING_FINGER_TIP,299,424,one
HandLandmark.PINKY_MCP,331,384,one
HandLandmark.PINKY_PIP,329,364,one
HandLandmark.PINKY_DIP,319,396,one
HandLandmark.PINKY_TIP,317,415,one
HandLandmark.WRIST,283,472,two
HandLandmark.THUMB_CMC,262,465,two
HandLandmark.THUMB_MCP,247,424,two
HandLandmark.THUMB_IP,251,384,two
HandLandmark.THUMB_TIP,259,353,two
HandLandmark.INDEX_FINGER_MCP,255,364,two
HandLandmark.INDEX_FINGER_PIP,244,301,two
HandLandmark.INDEX_FINGER_DIP,239,257,two
HandLandmark.INDEX_FINGER_TIP,236,222,two
HandLandmark.MIDDLE_FINGER_MCP,275,360,two
HandLandmark.MIDDLE_FINGER_PIP,278,286,two
HandLandmark.MIDDLE_FINGER_DIP,280,238,two
HandLandmark.MIDDLE_FINGER_TIP,282,200,two
HandLandmark.RING_FINGER_MCP,293,373,two
HandLandmark.RING_FINGER_PIP,286,351,two
HandLandmark.RING_FINGER_DIP,279,391,two
HandLandmark.RING_FINGER_TIP,277,417,two
HandLandmark.PINKY_MCP,309,393,two
HandLandmark.PINKY_PIP,300,375,two
HandLandmark.PINKY_DIP,293,403,two
HandLandmark.PINKY_TIP,291,424,two
HandLandmark.WRIST,282,452,two
HandLandmark.THUMB_CMC,256,429,two
HandLandmark.THUMB_MCP,245,379,two
HandLandmark.THUMB_IP,256,336,two
HandLandmark.THUMB_TIP,271,312,two
HandLandmark.INDEX_FINGER_MCP,250,318,two
HandLandmark.INDEX_FINGER_PIP,241,256,two
HandLandmark.INDEX_FINGER_DIP,239,216,two
HandLandmark.INDEX_FINGER_TIP,238,183,two
HandLandmark.MIDDLE_FINGER_MCP,271,315,two
HandLandmark.MIDDLE_FINGER_PIP,273,247,two
HandLandmark.MIDDLE_FINGER_DIP,276,201,two
HandLandmark.MIDDLE_FINGER_TIP,279,166,two
HandLandmark.RING_FINGER_MCP,291,328,two
HandLandmark.RING_FINGER_PIP,286,298,two
HandLandmark.RING_FINGER_DIP,277,338,two
HandLandmark.RING_FINGER_TIP,273,370,two
HandLandmark.PINKY_MCP,309,349,two
HandLandmark.PINKY_PIP,301,324,two
HandLandmark.PINKY_DIP,292,353,two
HandLandmark.PINKY_TIP,287,381,two
HandLandmark.WRIST,281,457,two
HandLandmark.THUMB_CMC,256,433,two
HandLandmark.THUMB_MCP,243,381,two
HandLandmark.THUMB_IP,255,336,two
HandLandmark.THUMB_TIP,272,312,two
HandLandmark.INDEX_FINGER_MCP,249,314,two
HandLandmark.INDEX_FINGER_PIP,240,253,two
HandLandmark.INDEX_FINGER_DIP,237,215,two
HandLandmark.INDEX_FINGER_TIP,235,184,two
HandLandmark.MIDDLE_FINGER_MCP,270,311,two
HandLandmark.MIDDLE_FINGER_PIP,273,236,two
HandLandmark.MIDDLE_FINGER_DIP,276,188,two
HandLandmark.MIDDLE_FINGER_TIP,279,153,two
HandLandmark.RING_FINGER_MCP,290,325,two
HandLandmark.RING_FINGER_PIP,285,295,two
HandLandmark.RING_FINGER_DIP,276,338,two
HandLandmark.RING_FINGER_TIP,272,371,two
HandLandmark.PINKY_MCP,308,346,two
HandLandmark.PINKY_PIP,300,321,two
HandLandmark.PINKY_DIP,292,352,two
HandLandmark.PINKY_TIP,286,381,two
HandLandmark.WRIST,284,453,two
HandLandmark.THUMB_CMC,259,422,two
HandLandmark.THUMB_MCP,247,368,two
HandLandmark.THUMB_IP,259,325,two
HandLandmark.THUMB_TIP,278,301,two
HandLandmark.INDEX_FINGER_MCP,252,298,two
HandLandmark.INDEX_FINGER_PIP,243,238,two
HandLandmark.INDEX_FINGER_DIP,240,202,two
HandLandmark.INDEX_FINGER_TIP,238,172,two
HandLandmark.MIDDLE_FINGER_MCP,273,297,two
HandLandmark.MIDDLE_FINGER_PIP,277,222,two
HandLandmark.MIDDLE_FINGER_DIP,280,175,two
HandLandmark.MIDDLE_FINGER_TIP,283,139,two
HandLandmark.RING_FINGER_MCP,293,312,two
HandLandmark.RING_FINGER_PIP,291,286,two
HandLandmark.RING_FINGER_DIP,280,330,two
HandLandmark.RING_FINGER_TIP,275,365,two
HandLandmark.PINKY_MCP,310,336,two
HandLandmark.PINKY_PIP,306,309,two
HandLandmark.PINKY_DIP,296,339,two
HandLandmark.PINKY_TIP,290,367,two
HandLandmark.WRIST,284,456,two
HandLandmark.THUMB_CMC,260,425,two
HandLandmark.THUMB_MCP,248,369,two
HandLandmark.THUMB_IP,260,322,two
HandLandmark.THUMB_TIP,278,297,two
HandLandmark.INDEX_FINGER_MCP,251,300,two
HandLandmark.INDEX_FINGER_PIP,242,238,two
HandLandmark.INDEX_FINGER_DIP,239,201,two
HandLandmark.INDEX_FINGER_TIP,237,171,two
HandLandmark.MIDDLE_FINGER_MCP,272,298,two
HandLandmark.MIDDLE_FINGER_PIP,277,221,two
HandLandmark.MIDDLE_FINGER_DIP,280,173,two
HandLandmark.MIDDLE_FINGER_TIP,284,137,two
HandLandmark.RING_FINGER_MCP,292,312,two
HandLandmark.RING_FINGER_PIP,289,287,two
HandLandmark.RING_FINGER_DIP,280,331,two
HandLandmark.RING_FINGER_TIP,276,365,two
HandLandmark.PINKY_MCP,310,335,two
HandLandmark.PINKY_PIP,305,309,two
HandLandmark.PINKY_DIP,296,340,two
HandLandmark.PINKY_TIP,291,369,two
HandLandmark.WRIST,293,462,two
HandLandmark.THUMB_CMC,268,432,two
HandLandmark.THUMB_MCP,256,377,two
HandLandmark.THUMB_IP,269,333,two
HandLandmark.THUMB_TIP,285,309,two
HandLandmark.INDEX_FINGER_MCP,259,303,two
HandLandmark.INDEX_FINGER_PIP,250,239,two
HandLandmark.INDEX_FINGER_DIP,246,202,two
HandLandmark.INDEX_FINGER_TIP,243,170,two
HandLandmark.MIDDLE_FINGER_MCP,280,301,two
HandLandmark.MIDDLE_FINGER_PIP,285,222,two
HandLandmark.MIDDLE_FINGER_DIP,289,174,two
HandLandmark.MIDDLE_FINGER_TIP,293,136,two
HandLandmark.RING_FINGER_MCP,300,317,two
HandLandmark.RING_FINGER_PIP,300,293,two
HandLandmark.RING_FINGER_DIP,292,340,two
HandLandmark.RING_FINGER_TIP,288,373,two
HandLandmark.PINKY_MCP,316,342,two
HandLandmark.PINKY_PIP,315,316,two
HandLandmark.PINKY_DIP,307,347,two
HandLandmark.PINKY_TIP,301,375,two
HandLandmark.WRIST,304,481,two
HandLandmark.THUMB_CMC,278,447,two
HandLandmark.THUMB_MCP,268,392,two
HandLandmark.THUMB_IP,286,347,two
HandLandmark.THUMB_TIP,310,325,two
HandLandmark.INDEX_FINGER_MCP,273,310,two
HandLandmark.INDEX_FINGER_PIP,263,242,two
HandLandmark.INDEX_FINGER_DIP,259,200,two
HandLandmark.INDEX_FINGER_TIP,256,163,two
HandLandmark.MIDDLE_FINGER_MCP,296,310,two
HandLandmark.MIDDLE_FINGER_PIP,303,230,two
HandLandmark.MIDDLE_FINGER_DIP,308,177,two
HandLandmark.MIDDLE_FINGER_TIP,313,134,two
HandLandmark.RING_FINGER_MCP,317,331,two
HandLandmark.RING_FINGER_PIP,318,307,two
HandLandmark.RING_FINGER_DIP,307,354,two
HandLandmark.RING_FINGER_TIP,301,388,two
HandLandmark.PINKY_MCP,333,361,two
HandLandmark.PINKY_PIP,332,334,two
HandLandmark.PINKY_DIP,321,367,two
HandLandmark.PINKY_TIP,314,397,two
HandLandmark.WRIST,305,482,two
HandLandmark.THUMB_CMC,280,450,two
HandLandmark.THUMB_MCP,267,394,two
HandLandmark.THUMB_IP,285,347,two
HandLandmark.THUMB_TIP,309,325,two
HandLandmark.INDEX_FINGER_MCP,272,311,two
HandLandmark.INDEX_FINGER_PIP,263,243,two
HandLandmark.INDEX_FINGER_DIP,259,202,two
HandLandmark.INDEX_FINGER_TIP,256,166,two
HandLandmark.MIDDLE_FINGER_MCP,296,310,two
HandLandmark.MIDDLE_FINGER_PIP,303,230,two
HandLandmark.MIDDLE_FINGER_DIP,309,177,two
HandLandmark.MIDDLE_FINGER_TIP,315,135,two
HandLandmark.RING_FINGER_MCP,317,329,two
HandLandmark.RING_FINGER_PIP,319,309,two
HandLandmark.RING_FINGER_DIP,307,358,two
HandLandmark.RING_FINGER_TIP,301,394,two
HandLandmark.PINKY_MCP,333,358,two
HandLandmark.PINKY_PIP,333,337,two
HandLandmark.PINKY_DIP,322,373,two
HandLandmark.PINKY_TIP,315,403,two
HandLandmark.WRIST,305,481,two
HandLandmark.THUMB_CMC,279,450,two
HandLandmark.THUMB_MCP,267,393,two
